No.,ID,Name,URL,Address,State,Contact details 1,Contact details 2,Contact details 3,Contact details 4,Contact details 5,Contact details 6,Contact details 7,Good/BAD
2507,110749,Bullfrog Corner Guns,https://www.henryusa.com/dealer-location/bullfrog-corner-guns/,"1436 Goodman Rd WHorn Lake, MS 38637",Mississippi,Christina Stevens,662-393-7740,Empty field,https://www.bullfrogcornerguns.com/,Empty field,Empty field,Empty field,
2508,94827,Bullz-I-Sport,https://www.henryusa.com/dealer-location/bullz-i-sport/,"18178 Hwy 98Lucedale, MS 39452",Mississippi,Empty field,601-947-1739,customerservice@bullzisports.com,Empty field,601-947-9804,Empty field,Empty field,
2509,105657,Ch Flint & Son,https://www.henryusa.com/dealer-location/ch-flint-son/,"120 Public SquareBatesville, MS 38606",Mississippi,Empty field,662-563-9241,Empty field,Empty field,Empty field,Empty field,Empty field,
2510,94835,City Pawn & Gun Shop,https://www.henryusa.com/dealer-location/city-pawn-gun-shop/,"3635 Main StreetMoss Point, MS 39563",Mississippi,Empty field,228-475-0006,Empty field,Empty field,Empty field,Empty field,Empty field,
2511,106516,"Columbia Outdoors, Llc",https://www.henryusa.com/dealer-location/columbia-outdoors-llc/,"1663 Hwy 98 EastColumbia, MS 39429",Mississippi,Grant McArthur,601-736-6773,columbiaoutdoors1663@yahoo.com,Empty field,601-510-9099,Empty field,Empty field,
2512,94832,Cook’s Gun Shop,https://www.henryusa.com/dealer-location/cooks-gun-shop/,"4515 Popps Ferry RdD'Iberville, MS 39540",Mississippi,Empty field,228-392-0355,info@cooksguns.com,Empty field,Empty field,Empty field,Empty field,
2513,94871,Dabb’s Gun & Pawn,https://www.henryusa.com/dealer-location/dabbs-gun-pawn/,"7957 US Highway 51Southaven, MS 38671",Mississippi,Monte Dabbs,662-393-6498,dgunpawn@comcast.net,https://www.dabbsgunandpawn.net/,662-393-6498,Empty field,Empty field,
2514,94831,Dad’s Super Pawn,https://www.henryusa.com/dealer-location/dads-super-pawn/,"3125 25th AvenueGulfport, MS 39501",Mississippi,Empty field,228-864-2602,sales@dadssuperpawn.com,https://dadssuperpawn.com/,228-864-2781,Empty field,Empty field,
2515,94853,Delta Outfitters Llc,https://www.henryusa.com/dealer-location/delta-outfitters-llc/,"149 N. MLKJ DriveIndianola, MS 38751",Mississippi,Empty field,662-887-7764,deltaoutfittersllccom@gmail.com,Empty field,Empty field,Empty field,Empty field,
2516,104749,Dena’s Pawnbrokers & More,https://www.henryusa.com/dealer-location/denas-pawnbrokers-more/,"21737 Hwy 613Moss Point, MS 39562",Mississippi,Tammy Brewer,228-588-1118,t.brewer.dpb@gmail.com,Empty field,Empty field,Empty field,Empty field,
2517,94857,Deweese Gun-Pawn-Trophy Shop In,https://www.henryusa.com/dealer-location/deweese-gun-pawn-trophy-shop-in/,"208 HWY 12 WPO Box 30Starkville, MS 39759",Mississippi,Empty field,662-323-5534,Empty field,Empty field,Empty field,Empty field,Empty field,
2518,94878,Dillard Firearms,https://www.henryusa.com/dealer-location/dillard-firearms/,"179 North College StreetPontotoc, MS 38863",Mississippi,Empty field,662-489-6664,superx2@bellsouth.net,Empty field,662-489-8058,Empty field,Empty field,
2519,94884,Don’s Guns – Bruce,https://www.henryusa.com/dealer-location/dons-guns/,"205 East Countiss StreetPO Box 40Bruce, MS 38915",Mississippi,Empty field,662-983-4536,Empty field,Empty field,Empty field,Empty field,Empty field,
2520,94824,Faith And Family Firearms,https://www.henryusa.com/dealer-location/faith-and-family-firearms/,"246 Turner RoadLeakesville, MS 39451",Mississippi,Empty field,601-525-6539,jmizell7@gmail.com,Empty field,Empty field,Empty field,Empty field,
2521,109225,Farm Systems Inc,https://www.henryusa.com/dealer-location/farm-systems-inc/,"274 Meador Rd.Laurel, MS 39443",Mississippi,Brennan Pitts,601-470-0335,brennan@farmsystemsinc.com,https://www.farmsystemsinc.com/,Empty field,Empty field,Empty field,
2522,94819,Ferrell & Company,https://www.henryusa.com/dealer-location/ferrell-company/,"10411 Highway 501PO Box 92Forest, MS 39074",Mississippi,Empty field,601-774-8983,jexpresswalker@gmail.com,Empty field,601-774-9824,Empty field,Empty field,
2523,94810,Firearms Outfitters,https://www.henryusa.com/dealer-location/firearms-outfitters/,"940 Highway 61 North By PassVicksburg, MS 39183",Mississippi,Empty field,601-638-7621,jebagby1@cablelynx.com,Empty field,Empty field,Empty field,Empty field,
2524,107467,Free State of 2a,https://www.henryusa.com/dealer-location/free-state-of-2a/,"199 Matthews RoadLaurel, MS 39443",Mississippi,Charlie Stringer,601-441-8449,cstringer@freestateof2a.com,http://www.freestateof2a.com,Empty field,Empty field,Empty field,
2525,94840,Gary’s Pawn & Gun,https://www.henryusa.com/dealer-location/garys-pawn-gun/,"2221 Highway 45 NorthColumbus, MS 39701",Mississippi,Empty field,662-327-0145,garysguns1@bellsouth.net,Empty field,662-327-2063,Empty field,Empty field,
2526,94843,Gary’s Pawn and Gun,https://www.henryusa.com/dealer-location/garys-pawn-and-gun/,"5996 Hwy 45 Alt SouthWest Point, MS 39773",Mississippi,Empty field,662-494-4279,garysguns2@bellsouth.net,https://www.garyspawnandgun.net/,Empty field,Empty field,Empty field,
2527,94847,Gc Pawn and Billiards,https://www.henryusa.com/dealer-location/cowboy-pawn/,"447 McInnis Ave.Leaksville, MS 39451",Mississippi,Thomas Dueitt,601-394-2036,gcpawnandbilliards@gmail.com,http://www.facebook.com/cowboypawn,Empty field,Empty field,Empty field,
2528,94826,Gold N Guns Inc,https://www.henryusa.com/dealer-location/gold-n-guns-inc/,"579 HWY 51 North, Ste BRidleland, MS 39157",Mississippi,Empty field,601-605-5353,Empty field,Empty field,Empty field,Empty field,Empty field,
2529,94882,Grenada Gold-N-Gun,https://www.henryusa.com/dealer-location/grenada-gold-n-gun/,"4190 Commerce StreetGrenada, MS 38901",Mississippi,Dana Coleman,662-417-9029,goldngun@cableone.net,Empty field,Empty field,Empty field,Empty field,
2530,94834,Guns & Ammo – Moss Point,https://www.henryusa.com/dealer-location/guns-ammo/,"3422 Main StMoss Point, MS 39563",Mississippi,Steve King or Holly Leonard,228-475-4700,gna.ms.3422@gmail.com,Empty field,228-475-6490,Empty field,Empty field,
2531,94849,"Helton, Joe Andy",https://www.henryusa.com/dealer-location/helton-joe-andy/,"601 HWY 16 EastCarthage, MS 39051",Mississippi,Empty field,601-267-5959,Empty field,Empty field,Empty field,Empty field,Empty field,
2532,94846,High-Caliber Pawn & Jewelry,https://www.henryusa.com/dealer-location/high-caliber-pawn-jewelry/,"306 E Railroad StLong Beach, MS 39560",Mississippi,"Stephen Hansen, Louis Saucier, Michelle Le",228-206-1384,sales@hcguns.com,http://www.highcaliberpawn.com,Empty field,Empty field,Empty field,
2533,94886,Hinkle’s Gun & Pawn,https://www.henryusa.com/dealer-location/hinkles-gun-pawn/,"220 Highway 35 SouthCarthage, MS 39051",Mississippi,Empty field,601-267-5026,hinklesgunpawn@bellsouth.net,Empty field,Empty field,Empty field,Empty field,
2534,94867,Hunters Hollow,https://www.henryusa.com/dealer-location/hunters-hollow/,"658 Hwy 6 WestOxford, MS 38655",Mississippi,Empty field,662-234-5945,luke@huntershollow.com,Empty field,662-234-5920,Empty field,Empty field,
2535,106786,Jeff’s Guns and Tactical Supply,https://www.henryusa.com/dealer-location/jeffs-guns-and-tactical-supply/,"209 John Meadows RoadMagee, MS 39111",Mississippi,Jefferey White,601-942-4473,jeff@jeffsgunsupply.com,https://www.jeffsgunsupply.com/,Empty field,Empty field,Empty field,
2536,94885,Jelen’s Deer Processing,https://www.henryusa.com/dealer-location/jelens-deer-processing/,"185 Turtleneck RdCarthage, MS 39051",Mississippi,Empty field,601-267-7045,jeleng@bellsouth.net,Empty field,Empty field,Empty field,Empty field,
2537,94881,Lakeway Archery,https://www.henryusa.com/dealer-location/lakeway-archery/,"197 Scenic Loop 333Grenada, MS 38901",Mississippi,Empty field,662-227-9210,info@duckhole.com,https://www.facebook.com/lakewaysportinggoods/,Empty field,Empty field,Empty field,
2538,94883,Leflore Hardware,https://www.henryusa.com/dealer-location/leflore-hardware/,"318 W Park AveGreenwood, MS 38930",Mississippi,Empty field,662-453-7554,Empty field,Empty field,Empty field,Empty field,Empty field,
2539,113204,Lonnie’s Sporting Goods,https://www.henryusa.com/dealer-location/lonnies-sporting-goods/,"700 S Harper RoadCorinth, MS 38834",Mississippi,"Lee Oaks, Bradley Elam, David Darwin",662-286-5571,Empty field,Empty field,662-286-8198,Empty field,Empty field,
2540,94887,Magnolia Sporting Goods,https://www.henryusa.com/dealer-location/magnolia-sporting-goods/,"108 Pebble LaneClinton, MS 39056",Mississippi,Empty field,601-842-5166,magsports@comcast.net,Empty field,601-488-4168,Empty field,Empty field,
2541,94817,Mainline Enterprises Llc,https://www.henryusa.com/dealer-location/mainline-enterprises-llc/,"1171 Countrywood CoveTupelo, MS 38801",Mississippi,Empty field,662-791-1200,Jmain1@comcast.net,Empty field,Empty field,Empty field,Empty field,
2542,97991,Mak’s,https://www.henryusa.com/dealer-location/maks/,"2102 Highway 11Petal, MS 39465",Mississippi,Bobby Grayson,601-583-3233,maksstore1@gmail.com,Empty field,Empty field,Empty field,Empty field,
2543,98549,Meridian Gun & Pawn,https://www.henryusa.com/dealer-location/meridian-gun-pawn/,"2208 Old Hwy 45 NorthMeridian, MS 39301",Mississippi,Empty field,601-286-3274,meridiangunandpawn@gmail.com,Empty field,Empty field,Empty field,Empty field,
2544,94841,Mitch’s Gun Shop,https://www.henryusa.com/dealer-location/mitchs-gun-shop/,"40626 Highway 45 SouthPO Box 69Hamilton, MS 39746",Mississippi,Empty field,662-343-8322,ll_mitchell@msn.com,Empty field,Empty field,Empty field,Empty field,
2545,94852,Modern Outfitters Llc,https://www.henryusa.com/dealer-location/modern-outfitters-llc/,"3700 HWY 39 N Ste BMeridian, MS 39301",Mississippi,Empty field,601-482-3610,Empty field,Empty field,Empty field,Empty field,Empty field,
2546,94875,"Nabes Gun Shop, Inc.",https://www.henryusa.com/dealer-location/nabes-gun-shop-inc/,"1185 Houston Lake RoadFulton, MS 38843",Mississippi,Empty field,662-862-4485,Empty field,Empty field,Empty field,Empty field,Empty field,
2547,116530,"Neith Firearms, Llc",https://www.henryusa.com/dealer-location/neith-firearms-llc/,"879 Mill StreetLucedale, MS 39452",Mississippi,Carl Cox,601-947-9333,neithfirearms@gmail.com,Empty field,Empty field,Empty field,Empty field,
2548,94869,Orman’s,https://www.henryusa.com/dealer-location/ormans/,"865 Ashland RoadRipley, MS 38663",Mississippi,Empty field,662-837-9060,ormane@bellsouth.net,Empty field,Empty field,Empty field,Empty field,
2549,94862,Outlaw Sporting Goods Llc,https://www.henryusa.com/dealer-location/outlaw-sporting-goods-llc/,"717 HWY 82 WestGreenwood, MS 38930",Mississippi,Empty field,662-459-9054,Empty field,Empty field,Empty field,Empty field,Empty field,
2550,116624,Outlaw Sporting Goods Llc,https://www.henryusa.com/dealer-location/outlaw-sporting-goods-llc-2/,"2322 US 45Ste 1Columbus, MS 39705",Mississippi,"Dillion Ussery, John Stanford",662-798-0388,jstanford@outlawsportinggoods.com,https://m.facebook.com/p/Outlaw-Sporting-Goods-100082043934045/,Empty field,Empty field,Empty field,
2551,120570,Oxford Outdoors,https://www.henryusa.com/dealer-location/oxford-outdoors/,"662 Highway 7 NorthAbbeville, MS 38601",Mississippi,Luke Bell,662-281-9933,Info@Oxford-Outdoors.com,Empty field,Empty field,Empty field,Empty field,
2552,94863,Oxford Pawn Shop Ltd,https://www.henryusa.com/dealer-location/oxford-pawn-shop-ltd/,"1350 North Lamar Ste 1Oxford, MS 38655",Mississippi,Empty field,662-236-1056,oxfordpawnshop@gmail.com,Empty field,Empty field,Empty field,Empty field,
2553,94828,Pearson’s Enterprises,https://www.henryusa.com/dealer-location/pearsons-enterprises/,"103 Main StreetPO Box 334Purvis, MS 39475",Mississippi,Empty field,601-794-8237,PAWNLADY40@YAHOO.COM,Empty field,Empty field,Empty field,Empty field,
2554,94816,Philadelphia Gun & Pawn,https://www.henryusa.com/dealer-location/philadelphia-gun-pawn/,"910 Posey AvenuePhiladelphia, MS 39350",Mississippi,Empty field,601-656-8123,richard.pgpgunroom@yahoo.com,Empty field,601-656-4540,Empty field,Empty field,
2555,94854,Poplarville Hardware & Electronics,https://www.henryusa.com/dealer-location/poplarville-hardware-electronics/,"431 S. Main StreetPoplarville, MS 39470",Mississippi,Mark Bridgers,601-795-8377,embridgers@earthlink.net,Empty field,Empty field,Empty field,Empty field,
2556,94818,Quitman Sporting Goods & Pawn,https://www.henryusa.com/dealer-location/quitman-sporting-goods-pawn/,"113 Sanders AveQuitman, MS 39355",Mississippi,Empty field,601-776-3212,Gunmanoyes@aol.com,Empty field,Empty field,Empty field,Empty field,
2557,94880,Randy’s Sporting Goods,https://www.henryusa.com/dealer-location/randys-sporting-goods/,"117B E Bay DrLumberton, MS 39455",Mississippi,Empty field,601-268-7164,randysguns@att.net,Empty field,Empty field,Empty field,Empty field,
2558,94851,Renegade Sporting Goods,https://www.henryusa.com/dealer-location/renegade-sporting-goods/,"139A Hwy 598Seminary, MS 39479",Mississippi,Empty field,601-310-0895,vrenegade1@gmail.com,Empty field,Empty field,Empty field,Empty field,
2559,94845,Richies Pawn & Gun,https://www.henryusa.com/dealer-location/richies-pawn-gun/,"300 Memorial BlvdPicayune, MS 39466",Mississippi,Empty field,601-798-9449,erichodge@richiesoutdoors.com,Empty field,Empty field,Empty field,Empty field,
2560,94814,Rock House Trading Post,https://www.henryusa.com/dealer-location/rock-house-trading-post/,"5430 Highway 19 NorthMeridan, MS 39307",Mississippi,Empty field,601-485-5895,rockhousepawn@yahoo.com,Empty field,Empty field,Empty field,Empty field,
2561,94856,Rw’s Hunting Supplies Llc,https://www.henryusa.com/dealer-location/rw-taxidermy/,"6070 A HIGHWAY 145MERIDIAN, MS 39301",Mississippi,RW WILLIAMS,601-604-0487,Empty field,https://www.facebook.com/RWsHuntingSupplies,Empty field,Empty field,Empty field,
2562,94829,Smith Speed Shop,https://www.henryusa.com/dealer-location/smith-speed-shop/,"1185 Rockfield Brooklyn RdPurzia, MS 39475",Mississippi,Empty field,601-794-2855,lotzofguns@hughes.net,Empty field,Empty field,Empty field,Empty field,
2563,94838,"Southern Cash & Pawn, Inc.",https://www.henryusa.com/dealer-location/southern-cash-pawn-inc/,"224 State StreetMccomb, MS 39649",Mississippi,Joey Slipher,601-684-1653,southerncashandpawn@gmail.com,Empty field,601-684-5031,Empty field,Empty field,
2564,94872,Sportsman’s Warehouse – Southaven,https://www.henryusa.com/dealer-location/sportsmans-warehouse-8/,"130 Marathon WaySouthaven, MS 38671",Mississippi,David Humphreys,662-349-5500,211-storemanager@sportsmans.com,https://stores.sportsmans.com/sportsmans-warehouse/us/ms/southaven/130-marathon-way,662-349-4800,Empty field,Empty field,
2565,94850,"Steve’s Gun & Pawn, Llc",https://www.henryusa.com/dealer-location/steves-gun-pawn-llc/,"1272 Main StreetTishomingo, MS 38873",Mississippi,Empty field,662-424-5105,thorne4650@gmail.com,https://www.facebook.com/pages/category/Pawn-Shop/Steves-Gun-Pawn-LLC-185247128352433/,Empty field,Empty field,Empty field,
2566,94868,Stewarts Pawn & Equipment Llc,https://www.henryusa.com/dealer-location/stewarts-pawn-equipment-llc/,"421 HWY 12 EastKosciusko, MS 39090",Mississippi,Empty field,662-289-5815,jsstew@hotmail.com,Empty field,Empty field,Empty field,Empty field,
2567,94870,Syc,https://www.henryusa.com/dealer-location/syc/,"468 Christian College RdSenatobia, MS 38668",Mississippi,Empty field,662-562-7729,sycarms@bellsouth.net,Empty field,Empty field,Empty field,Empty field,
2568,94830,"Terrys Pawn Shop & Trade, Inc.",https://www.henryusa.com/dealer-location/terrys-pawn-shop-trade-inc/,"102 Center AvePO BOX 572Sumrall, MS 39482",Mississippi,Empty field,601-758-3900,thcustomguns@msn.com,Empty field,601-758-0081,Empty field,Empty field,
2569,94822,The Gold Mine Pawn & Gun,https://www.henryusa.com/dealer-location/the-gold-mine-pawn-gun/,"330 N. 16th AveLaurel, MS 39440",Mississippi,Empty field,601-342-2880,price@goldminepawn.comcastbiz.net,Empty field,Empty field,Empty field,Empty field,
2570,94865,The Master’s Key,https://www.henryusa.com/dealer-location/the-masters-key/,"4126 South Red Banks RoadByhalia, MS 38611",Mississippi,Empty field,662-564-3882,JDHILL@CENTURYTEL.NET,Empty field,Empty field,Empty field,Empty field,
2571,98542,The Range at 601,https://www.henryusa.com/dealer-location/the-range-at-601/,"3700 Highway 39 NorthMeridian, MS 39701",Mississippi,Empty field,601-482-3610,Bryce@601sports.com,Empty field,Empty field,Empty field,Empty field,
2572,94891,The Sports Center,https://www.henryusa.com/dealer-location/the-sports-center/,"305 Sgt S Prentis DrNatchez, MS 39120",Mississippi,Empty field,601-442-4827,sports46@bellsouth.net,Empty field,Empty field,Empty field,Empty field,
2573,98552,Tony’s Southern Sportsman,https://www.henryusa.com/dealer-location/tonys-southern-sportsman/,"1724 Front StreetMeridian, MS 39301",Mississippi,Empty field,601-693-4111,Empty field,http://tonyssouthernsportsman.com/,Empty field,Empty field,Empty field,
2574,94848,Tylertown Sports Center,https://www.henryusa.com/dealer-location/tylertown-sports-center-inc/,"3000 Plaza DriveSuite ATylertown, MS 39667",Mississippi,Empty field,601-876-2622,tylertownsports@bellsouth.net,Empty field,Empty field,Empty field,Empty field,
2575,98546,Van’s Sporting Goods – Brandon,https://www.henryusa.com/dealer-location/vans-sporting-goods/,"777 Highway 468Brandon, MS 39042",Mississippi,Van or Julie,601-825-9087,info@vanssportinggoods.com,https://www.vansoutdoors.com,Empty field,Empty field,Empty field,
2576,94821,Waldo’s Sports Center,https://www.henryusa.com/dealer-location/waldos-sports-center/,"1145 Hwy 98 EastColumbia, MS 39429",Mississippi,Empty field,601-736-9455,olhairy@yahoo.com,Empty field,Empty field,Empty field,Empty field,
